filename	AVP
XP_754134.1	iHGT
XP_959745.1	NoHGT
OG5_126669	NoHGT
OG5_127065	NoHGT
OG5_127115	NoHGT
OG5_127292	NoHGT
OG5_127635	NoHGT
OG5_127928	NoHGT
OG5_128023	iHGT
OG5_128364	NoHGT
OG5_128410	NoHGT
OG5_128451	iHGT
OG5_128582	NoHGT
OG5_128593	iHGT
OG5_128614	NoHGT
OG5_128712	iHGT
OG5_128913	NoHGT
OG5_128970	NoHGT
OG5_129123	NoHGT
OG5_129134	NoHGT
OG5_129334	NoHGT
OG5_129352	NoHGT
OG5_129402	NoHGT
OG5_129566	NoHGT
OG5_129763	NoHGT
OG5_129780	iHGT
OG5_129848	NoHGT
OG5_129851	NoHGT
OG5_129900	NoHGT
OG5_129910	iHGT
OG5_129913	NoHGT
OG5_129917	iHGT
OG5_129919	iHGT
OG5_130014	NoHGT
OG5_130030	NoHGT
OG5_130032	NoHGT
OG5_130067	NoHGT
OG5_130152	NoHGT
OG5_130200	NoHGT
OG5_130293	iHGT
OG5_130298	NoHGT
OG5_130301	NoHGT
OG5_130305	iHGT
OG5_130330	NoHGT
OG5_130366	NoHGT
OG5_130368	iHGT
OG5_130382	NoHGT
OG5_130464	NoHGT
OG5_130469	iHGT
OG5_130541	iHGT
OG5_130642	NoHGT
OG5_130643	NoHGT
OG5_130658	NoHGT
OG5_130703	NoHGT
OG5_130711	iHGT
OG5_130768	iHGT
OG5_130801	NoHGT
OG5_130886	NoHGT
OG5_130915	NoHGT
OG5_130966	NoHGT
OG5_130983	iHGT
OG5_130995	iHGT
OG5_131026	iHGT
OG5_131028	NoHGT
OG5_131043	iHGT
OG5_131132	iHGT
OG5_131193	iHGT
OG5_131199	NoHGT
OG5_131215	NoHGT
OG5_131262	iHGT
OG5_131263	iHGT
OG5_131265	NoHGT
OG5_131336	NoHGT
OG5_131344	iHGT
OG5_131433	NoHGT
OG5_131519	iHGT
OG5_131583	NoHGT
OG5_131597	iHGT
OG5_131612	iHGT
OG5_131637	NoHGT
OG5_131674	NoHGT
OG5_131701	Inconclusive
OG5_131749	NoHGT
OG5_131754	NoHGT
OG5_131791	NoHGT
OG5_131868	NoHGT
OG5_131885	NoHGT
OG5_131888	NoHGT
OG5_131890	NoHGT
OG5_131932	NoHGT
OG5_131956	NoHGT
OG5_131963	NoHGT
OG5_131966	NoHGT
OG5_132004	NoHGT
OG5_132024	NoHGT
OG5_132143	NoHGT
OG5_132146	NoHGT
OG5_132149	NoHGT
OG5_132150	NoHGT
OG5_132156	NoHGT
OG5_132160	iHGT
OG5_132192	iHGT
OG5_132290	NoHGT
OG5_132292	iHGT
OG5_132296	NoHGT
OG5_132299	NoHGT
OG5_132382	iHGT
OG5_132383	iHGT
OG5_132399	iHGT
OG5_132440	iHGT
OG5_132442	iHGT
OG5_132474	NoHGT
OG5_132475	iHGT
OG5_132562	NoHGT
OG5_132578	NoHGT
OG5_132583	NoHGT
OG5_132638	NoHGT
OG5_132737	iHGT
OG5_132738	iHGT
OG5_132740	NoHGT
OG5_132745	NoHGT
OG5_132746	iHGT
OG5_132803	NoHGT
OG5_132867	iHGT
OG5_132913	iHGT
OG5_132919	NoHGT
OG5_132923	iHGT
OG5_132947	NoHGT
OG5_132961	iHGT
OG5_133095	NoHGT
OG5_133105	NoHGT
OG5_133114	NoHGT
OG5_133121	iHGT
OG5_133152	iHGT
OG5_133156	iHGT
OG5_133160	Inconclusive
OG5_133244	iHGT
OG5_133281	NoHGT
OG5_133303	NoHGT
OG5_133327	iHGT
OG5_133331	NoHGT
OG5_133333	NoHGT
OG5_133349	iHGT
OG5_133353	NoHGT
OG5_133438	iHGT
OG5_133449	iHGT
OG5_133450	iHGT
OG5_133472	iHGT
OG5_133515	NoHGT
OG5_133517	NoHGT
OG5_133518	NoHGT
OG5_133531	NoHGT
OG5_133567	NoHGT
OG5_133572	iHGT
OG5_133657	NoHGT
OG5_133658	iHGT
OG5_133700	NoHGT
OG5_133724	NoHGT
OG5_133735	iHGT
OG5_133747	NoHGT
OG5_133749	iHGT
OG5_133768	NoHGT
OG5_133885	NoHGT
OG5_133915	iHGT
OG5_133973	iHGT
OG5_133986	NoHGT
OG5_133991	iHGT
OG5_133997	iHGT
OG5_133998	NoHGT
OG5_134004	iHGT
OG5_134035	NoHGT
OG5_134073	NoHGT
OG5_134234	iHGT
OG5_134255	Inconclusive
OG5_134266	NoHGT
OG5_134306	iHGT
OG5_134483	NoHGT
OG5_134703	NoHGT
OG5_134734	NoHGT
OG5_134778	NoHGT
OG5_134793	iHGT
OG5_134808	iHGT
OG5_134809	NoHGT
OG5_134817	NoHGT
OG5_134824	NoHGT
OG5_134933	NoHGT
OG5_135083	NoHGT
OG5_135084	NoHGT
OG5_135093	iHGT
OG5_135102	NoHGT
OG5_135105	NoHGT
OG5_135109	NoHGT
OG5_135114	NoHGT
OG5_135135	NoHGT
OG5_135136	NoHGT
OG5_135144	NoHGT
OG5_135166	NoHGT
OG5_135187	NoHGT
OG5_135256	iHGT
OG5_135280	NoHGT
OG5_135299	iHGT
OG5_135374	NoHGT
OG5_135376	NoHGT
OG5_135382	NoHGT
OG5_135386	NoHGT
OG5_135391	iHGT
OG5_135396	iHGT
OG5_135440	NoHGT
OG5_135452	iHGT
OG5_135645	NoHGT
OG5_135670	NoHGT
OG5_135671	iHGT
OG5_135702	NoHGT
OG5_135712	NoHGT
OG5_135721	NoHGT
OG5_135724	iHGT
OG5_135733	NoHGT
OG5_135742	NoHGT
OG5_135787	NoHGT
OG5_135814	iHGT
OG5_135823	iHGT
OG5_135844	NoHGT
OG5_135861	iHGT
OG5_135887	NoHGT
OG5_135967	iHGT
OG5_135984	NoHGT
OG5_135997	NoHGT
OG5_136060	NoHGT
OG5_136069	NoHGT
OG5_136074	iHGT
OG5_136076	iHGT
OG5_136077	NoHGT
OG5_136079	iHGT
OG5_136108	iHGT
OG5_136119	iHGT
OG5_136127	iHGT
OG5_136203	NoHGT
OG5_136229	NoHGT
OG5_136230	iHGT
OG5_136232	iHGT
OG5_136235	NoHGT
OG5_136236	NoHGT
OG5_136373	NoHGT
OG5_136401	NoHGT
OG5_136422	iHGT
OG5_136452	NoHGT
OG5_136473	NoHGT
OG5_136489	Inconclusive
OG5_136493	NoHGT
OG5_136496	iHGT
OG5_136506	iHGT
OG5_136507	iHGT
OG5_136521	NoHGT
OG5_136542	NoHGT
OG5_136555	NoHGT
OG5_136596	iHGT
OG5_136756	NoHGT
OG5_136807	iHGT
OG5_136909	NoHGT
OG5_136917	iHGT
OG5_136918	NoHGT
OG5_136942	NoHGT
OG5_136960	iHGT
OG5_136984	iHGT
OG5_137002	iHGT
OG5_137006	iHGT
OG5_137082	iHGT
OG5_137229	iHGT
OG5_137296	NoHGT
OG5_137299	iHGT
OG5_137307	iHGT
OG5_137341	NoHGT
OG5_137342	iHGT
OG5_137349	NoHGT
OG5_137350	NoHGT
OG5_137351	iHGT
OG5_137357	NoHGT
OG5_137362	iHGT
OG5_137364	NoHGT
OG5_137379	NoHGT
OG5_137411	iHGT
OG5_137432	NoHGT
OG5_137481	NoHGT
OG5_137545	NoHGT
OG5_137547	iHGT
OG5_137562	NoHGT
OG5_137563	NoHGT
OG5_137578	NoHGT
OG5_137703	NoHGT
OG5_137844	NoHGT
OG5_137893	NoHGT
OG5_137896	iHGT
OG5_137904	NoHGT
OG5_137911	NoHGT
OG5_137913	iHGT
OG5_137915	iHGT
OG5_137932	iHGT
OG5_137942	iHGT
OG5_137943	NoHGT
OG5_137989	NoHGT
OG5_138020	NoHGT
OG5_138059	iHGT
OG5_138109	iHGT
OG5_138333	NoHGT
OG5_138338	iHGT
OG5_138348	NoHGT
OG5_138412	NoHGT
OG5_138433	NoHGT
OG5_138437	NoHGT
OG5_138454	iHGT
OG5_138465	NoHGT
OG5_138468	iHGT
OG5_138479	iHGT
OG5_138525	NoHGT
OG5_138537	NoHGT
OG5_138538	NoHGT
OG5_138543	NoHGT
OG5_138556	iHGT
OG5_138565	iHGT
OG5_138567	iHGT
OG5_138640	NoHGT
OG5_138693	NoHGT
OG5_138715	iHGT
OG5_138724	NoHGT
OG5_138746	NoHGT
OG5_138778	NoHGT
OG5_139064	iHGT
OG5_139229	NoHGT
OG5_139279	iHGT
OG5_139281	NoHGT
OG5_139285	NoHGT
OG5_139321	iHGT
OG5_139323	iHGT
OG5_139326	iHGT
OG5_139328	iHGT
OG5_139355	iHGT
OG5_139377	iHGT
OG5_139441	NoHGT
OG5_139487	iHGT
OG5_139557	NoHGT
OG5_139903	NoHGT
OG5_139967	NoHGT
OG5_139990	NoHGT
OG5_140062	NoHGT
OG5_140094	NoHGT
OG5_140105	NoHGT
OG5_140124	iHGT
OG5_140132	iHGT
OG5_140186	iHGT
OG5_140208	iHGT
OG5_140232	NoHGT
OG5_140240	NoHGT
OG5_140256	NoHGT
OG5_140261	NoHGT
OG5_140267	NoHGT
OG5_140297	iHGT
OG5_140298	iHGT
OG5_140299	iHGT
OG5_140387	iHGT
OG5_140427	iHGT
OG5_140438	NoHGT
OG5_140465	NoHGT
OG5_140530	NoHGT
OG5_140559	NoHGT
OG5_140568	iHGT
OG5_140676	iHGT
OG5_140693	NoHGT
OG5_141040	NoHGT
OG5_141066	iHGT
OG5_141116	NoHGT
OG5_141117	NoHGT
OG5_141132	NoHGT
OG5_141168	NoHGT
OG5_141180	iHGT
OG5_141187	NoHGT
OG5_141211	iHGT
OG5_141261	NoHGT
OG5_141265	NoHGT
OG5_141275	NoHGT
OG5_141276	NoHGT
OG5_141290	iHGT
OG5_141319	NoHGT
OG5_141334	NoHGT
OG5_141335	iHGT
OG5_141345	iHGT
OG5_141346	iHGT
OG5_141348	iHGT
OG5_141371	iHGT
OG5_141376	NoHGT
OG5_141387	iHGT
OG5_141388	NoHGT
OG5_141446	iHGT
OG5_141454	iHGT
OG5_141559	NoHGT
OG5_141563	iHGT
OG5_141579	NoHGT
OG5_141655	NoHGT
OG5_141658	NoHGT
OG5_141681	NoHGT
OG5_141702	iHGT
OG5_141709	iHGT
OG5_141720	NoHGT
OG5_141723	NoHGT
OG5_141824	iHGT
OG5_142324	NoHGT
OG5_142358	NoHGT
OG5_142366	iHGT
OG5_142479	NoHGT
OG5_142483	iHGT
OG5_142597	NoHGT
OG5_142637	NoHGT
OG5_142647	NoHGT
OG5_142650	iHGT
OG5_142686	iHGT
OG5_142688	iHGT
OG5_142694	iHGT
OG5_142696	iHGT
OG5_142703	NoHGT
OG5_142704	iHGT
OG5_142714	iHGT
OG5_142721	NoHGT
OG5_142765	iHGT
OG5_142771	NoHGT
OG5_142772	NoHGT
OG5_142775	iHGT
OG5_142783	iHGT
OG5_142805	NoHGT
OG5_142830	NoHGT
OG5_142837	iHGT
OG5_142838	NoHGT
OG5_142893	NoHGT
OG5_142991	iHGT
OG5_143028	NoHGT
OG5_143063	NoHGT
OG5_143133	NoHGT
OG5_143142	NoHGT
OG5_143174	NoHGT
OG5_143175	iHGT
OG5_143190	iHGT
OG5_143192	NoHGT
OG5_143329	NoHGT
OG5_144108	NoHGT
OG5_144134	NoHGT
OG5_144135	NoHGT
OG5_144158	NoHGT
OG5_144205	iHGT
OG5_144212	NoHGT
OG5_144238	NoHGT
OG5_144240	iHGT
OG5_144263	NoHGT
OG5_144381	iHGT
OG5_144390	NoHGT
OG5_144400	NoHGT
OG5_144404	NoHGT
OG5_144414	iHGT
OG5_144416	NoHGT
OG5_144421	NoHGT
OG5_144423	iHGT
OG5_144434	NoHGT
OG5_144441	NoHGT
OG5_144465	iHGT
OG5_144474	NoHGT
OG5_144486	NoHGT
OG5_144505	iHGT
OG5_144513	NoHGT
OG5_144520	NoHGT
OG5_144529	NoHGT
OG5_144546	NoHGT
OG5_144548	NoHGT
OG5_144567	NoHGT
OG5_144570	NoHGT
OG5_144619	NoHGT
OG5_144626	iHGT
OG5_144629	iHGT
OG5_144642	iHGT
OG5_144651	iHGT
OG5_144652	NoHGT
OG5_144667	iHGT
OG5_144670	NoHGT
OG5_144734	iHGT
OG5_144783	NoHGT
OG5_144795	iHGT
OG5_144823	NoHGT
OG5_144831	NoHGT
OG5_144906	NoHGT
OG5_145087	NoHGT
OG5_145170	iHGT
OG5_145212	NoHGT
OG5_145213	Inconclusive
OG5_145229	NoHGT
OG5_145737	NoHGT
OG5_145745	iHGT
OG5_145746	iHGT
OG5_146242	NoHGT
OG5_146284	NoHGT
OG5_146297	NoHGT
OG5_146351	NoHGT
OG5_146439	NoHGT
OG5_146455	iHGT
OG5_146472	iHGT
OG5_146519	iHGT
OG5_146549	iHGT
OG5_146551	NoHGT
OG5_146588	NoHGT
OG5_146603	iHGT
OG5_146610	NoHGT
OG5_146615	iHGT
OG5_146631	NoHGT
OG5_146635	NoHGT
OG5_146644	iHGT
OG5_146648	NoHGT
OG5_146654	iHGT
OG5_146682	iHGT
OG5_146696	NoHGT
OG5_146700	NoHGT
OG5_146704	NoHGT
OG5_146742	iHGT
OG5_146755	iHGT
OG5_146820	iHGT
OG5_146840	NoHGT
OG5_146856	iHGT
OG5_146865	NoHGT
OG5_147010	NoHGT
OG5_147013	iHGT
OG5_147019	iHGT
OG5_147034	NoHGT
OG5_147113	NoHGT
OG5_147125	NoHGT
OG5_147137	NoHGT
OG5_147197	NoHGT
OG5_147303	NoHGT
OG5_147318	NoHGT
OG5_147321	iHGT
OG5_147341	NoHGT
OG5_147345	NoHGT
OG5_147354	iHGT
OG5_147360	NoHGT
OG5_147362	iHGT
OG5_147505	NoHGT
OG5_147640	NoHGT
OG5_147651	NoHGT
OG5_147720	NoHGT
OG5_148148	NoHGT
OG5_149270	NoHGT
OG5_149285	NoHGT
OG5_149315	iHGT
OG5_149347	NoHGT
OG5_149436	NoHGT
OG5_149454	NoHGT
OG5_149537	NoHGT
OG5_149580	NoHGT
OG5_149583	Inconclusive
OG5_149601	NoHGT
OG5_149602	iHGT
OG5_149620	NoHGT
OG5_149634	NoHGT
OG5_149642	NoHGT
OG5_149648	NoHGT
OG5_149659	NoHGT
OG5_149662	NoHGT
OG5_149671	NoHGT
OG5_149677	NoHGT
OG5_149694	NoHGT
OG5_149711	NoHGT
OG5_149718	NoHGT
OG5_149720	NoHGT
OG5_149726	NoHGT
OG5_149739	iHGT
OG5_149781	iHGT
OG5_149793	NoHGT
OG5_149795	NoHGT
OG5_149813	iHGT
OG5_149818	iHGT
OG5_149822	iHGT
OG5_149857	NoHGT
OG5_149873	iHGT
OG5_149907	iHGT
OG5_149948	NoHGT
OG5_149991	Inconclusive
OG5_150028	NoHGT
OG5_150142	NoHGT
OG5_150167	NoHGT
OG5_150224	iHGT
OG5_150283	NoHGT
OG5_150373	NoHGT
