filename	query	DonorMC	ReceptorMC	format	pattern
AAV49319.1	AAV49319.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_002872844.1	XP_002872844.1	Prokaryota	Archaeplastide	nexus	iHGT
CAA0374025.1	CAA0374025.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
NP_958399.1	NP_958399.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AED94364.1	AED94364.1	Prokaryota	Archaeplastide	nexus	iHGT
AED90663.1	AED90663.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_006352132.1	XP_006352132.1	Prokaryota	Archaeplastide	nexus	NoHGT
XP_001700202.1	XP_001700202.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_005848911.1	XP_005848911.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_001695322.1	XP_001695322.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AEE29660.1	AEE29660.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002534193.1	XP_002534193.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AEE27667.1	AEE27667.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_005849236.1	XP_005849236.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAG7637046.1	KAG7637046.1	Prokaryota	Archaeplastide	nexus	NoHGT
XP_005851311.1	XP_005851311.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_002523500.2	XP_002523500.2	Prokaryota	Archaeplastide	nexus	iHGT
XP_001692742.1	XP_001692742.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_005848152.1	XP_005848152.1	Prokaryota	Archaeplastide	nexus	multiple_MC
YP_010212464.1	YP_010212464.1	Prokaryota	Archaeplastide	nexus	NoHGT
AEE30101.1	AEE30101.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_005848352.1	XP_005848352.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_005849708.1	XP_005849708.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002954407.1	XP_002954407.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_001700997.1	XP_001700997.1	Prokaryota	Archaeplastide	nexus	multiple_MC
NP_958408.1	NP_958408.1	Prokaryota	Archaeplastide	nexus	NoHGT
AEE83554.1	AEE83554.1	Prokaryota	Archaeplastide	nexus	iHGT
7YOC_A	7YOC_A	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
XP_005851680.1	XP_005851680.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_002955865.1	XP_002955865.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_005851977.1	XP_005851977.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_005850348.1	XP_005850348.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
XP_002534657.1	XP_002534657.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_002951545.1	XP_002951545.1	Prokaryota	Archaeplastide	nexus	multiple_MC
ANM67906.1	ANM67906.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_005845846.1	XP_005845846.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_005847114.1	XP_005847114.1	Prokaryota	Archaeplastide	nexus	iHGT
AED95532.1	AED95532.1	Prokaryota	Archaeplastide	nexus	iHGT
AAL23752.1	AAL23752.1	Prokaryota	Archaeplastide	nexus	iHGT
AED97682.1	AED97682.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_005849884.1	XP_005849884.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AEE32480.1	AEE32480.1	Prokaryota	Archaeplastide	nexus	iHGT
ANM70582.1	ANM70582.1	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
XP_001751963.1	XP_001751963.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AEE84990.1	AEE84990.1	Prokaryota	Archaeplastide	nexus	Limited_donor_evidence
AEE28382.1	AEE28382.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_002957804.1	XP_002957804.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_002952597.1	XP_002952597.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_002540114.1	XP_002540114.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_001693418.1	XP_001693418.1	Prokaryota	Archaeplastide	nexus	NoHGT
XP_001696003.1	XP_001696003.1	Prokaryota	Archaeplastide	nexus	iHGT
CAA0374896.1	CAA0374896.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_001701521.2	XP_001701521.2	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAA6430084.1	KAA6430084.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_073390111.1	XP_073390111.1	Prokaryota	Archaeplastide	nexus	NoHGT
OAP17281.1	OAP17281.1	Prokaryota	Archaeplastide	nexus	iHGT
OAO98902.1	OAO98902.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
ARM65353.1	ARM65353.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Q9FGM1.1	Q9FGM1.1	Prokaryota	Archaeplastide	nexus	NoHGT
KMZ58657.1	KMZ58657.1	Prokaryota	Archaeplastide	nexus	multiple_MC
EFJ07111.1	EFJ07111.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AFR32946.1	AFR32946.1	Prokaryota	Archaeplastide	nexus	iHGT
QOJ43466.1	QOJ43466.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
BAF61135.1	BAF61135.1	Prokaryota	Archaeplastide	nexus	NoHGT
UUY85402.1	UUY85402.1	Prokaryota	Archaeplastide	nexus	NoHGT
GAQ77610.1	GAQ77610.1	Prokaryota	Archaeplastide	nexus	multiple_MC
UTN00421.1	UTN00421.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_003056171.1	XP_003056171.1	SAR	Archaeplastide	nexus	multiple_MC
ABR16241.1	ABR16241.1	Prokaryota	Archaeplastide	nexus	iHGT
BAD68317.1	BAD68317.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002961029.1	XP_002961029.1	Prokaryota	Archaeplastide	nexus	iHGT
EFJ10148.1	EFJ10148.1	Viruses	Archaeplastide	nexus	multiple_MC
EFJ26844.1	EFJ26844.1	Viruses	Archaeplastide	nexus	multiple_MC
BAC21260.1	BAC21260.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CAA45564.1	CAA45564.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AEE84877.1	AEE84877.1	Prokaryota	Archaeplastide	nexus	NoHGT
OAO99094.1	OAO99094.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_024533898.1	XP_024533898.1	Opisthokonta	Archaeplastide	nexus	iHGT
XP_002971447.1	XP_002971447.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
KAI5055217.1	KAI5055217.1	Opisthokonta	Archaeplastide	nexus	iHGT
KAI5065847.1	KAI5065847.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002981712.2	XP_002981712.2	Opisthokonta	Archaeplastide	nexus	iHGT
KAI5063840.1	KAI5063840.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
XP_024521245.1	XP_024521245.1	Prokaryota	Archaeplastide	nexus	iHGT
XP_002990983.2	XP_002990983.2	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAI5081104.1	KAI5081104.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAI5060745.1	KAI5060745.1	Prokaryota	Archaeplastide	nexus	iHGT
KAI5082744.1	KAI5082744.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAI5069449.1	KAI5069449.1	Prokaryota	Archaeplastide	nexus	iHGT
KAI5082064.1	KAI5082064.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAI5055318.1	KAI5055318.1	Prokaryota	Archaeplastide	nexus	iHGT
KAI5079131.1	KAI5079131.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
KAI5079137.1	KAI5079137.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAE8817407.1	KAE8817407.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002975366.1	XP_002975366.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
KAI5069263.1	KAI5069263.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002977687.1	XP_002977687.1	Opisthokonta	Archaeplastide	nexus	iHGT
XP_024542658.1	XP_024542658.1	Opisthokonta	Archaeplastide	nexus	iHGT
XP_024545314.1	XP_024545314.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
KAI5063425.1	KAI5063425.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002984977.2	XP_002984977.2	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_024521621.1	XP_024521621.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_024537303.1	XP_024537303.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_024539854.1	XP_024539854.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
KAI5064818.1	KAI5064818.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_024544292.1	XP_024544292.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_024541105.1	XP_024541105.1	Prokaryota	Archaeplastide	nexus	multiple_MC
XP_002971429.1	XP_002971429.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_024538020.1	XP_024538020.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
XP_024517179.1	XP_024517179.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
XP_002966535.2	XP_002966535.2	Opisthokonta	Archaeplastide	nexus	multiple_MC
XP_024543691.1	XP_024543691.1	Opisthokonta	Archaeplastide	nexus	iHGT
KAI5081312.1	KAI5081312.1	Opisthokonta	Archaeplastide	nexus	iHGT
KAF5757942.1	KAF5757942.1	Viruses	Archaeplastide	nexus	Patchy_phylogeny
126358.g6.t1	126358.g6.t1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_117.1577.1	AagrBONN_evm.model.Sc2ySwM_117.1577.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_228.4184.1	AagrBONN_evm.model.Sc2ySwM_228.4184.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_228.5705.1	AagrBONN_evm.model.Sc2ySwM_228.5705.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_228.740.1	AagrBONN_evm.model.Sc2ySwM_228.740.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_344.1584.1	AagrBONN_evm.model.Sc2ySwM_344.1584.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_344.2456.1	AagrBONN_evm.model.Sc2ySwM_344.2456.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_344.4159.1	AagrBONN_evm.model.Sc2ySwM_344.4159.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_344.5216.1	AagrBONN_evm.model.Sc2ySwM_344.5216.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_344.5262.1	AagrBONN_evm.model.Sc2ySwM_344.5262.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_344.5281.1	AagrBONN_evm.model.Sc2ySwM_344.5281.1	Prokaryota	Archaeplastide	nexus	multiple_MC
AagrBONN_evm.model.Sc2ySwM_344.5412.1	AagrBONN_evm.model.Sc2ySwM_344.5412.1	Opisthokonta	Archaeplastide	nexus	iHGT
AagrBONN_evm.model.Sc2ySwM_362.1918.1	AagrBONN_evm.model.Sc2ySwM_362.1918.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_368.1460.1	AagrBONN_evm.model.Sc2ySwM_368.1460.1	Prokaryota	Archaeplastide	nexus	iHGT
AagrBONN_evm.model.Sc2ySwM_368.1605.1	AagrBONN_evm.model.Sc2ySwM_368.1605.1	Prokaryota	Archaeplastide	nexus	iHGT
AagrBONN_evm.model.Sc2ySwM_368.30.1	AagrBONN_evm.model.Sc2ySwM_368.30.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AagrBONN_evm.model.Sc2ySwM_368.3247.1	AagrBONN_evm.model.Sc2ySwM_368.3247.1	Prokaryota	Archaeplastide	nexus	iHGT
AagrBONN_evm.model.Sc2ySwM_368.488.2	AagrBONN_evm.model.Sc2ySwM_368.488.2	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
AANG001420	AANG001420	Prokaryota	Archaeplastide	nexus	iHGT
AANG002213	AANG002213	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
AANG002232	AANG002232	Prokaryota	Archaeplastide	nexus	iHGT
AANG002713	AANG002713	Opisthokonta	Archaeplastide	nexus	multiple_MC
AANG002872	AANG002872	Prokaryota	Archaeplastide	nexus	iHGT
AANG003219	AANG003219	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
AANG004297	AANG004297	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AANG004679	AANG004679	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AANG005601	AANG005601	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AANG009161	AANG009161	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AANG009229	AANG009229	Prokaryota	Archaeplastide	nexus	multiple_MC
AANG009555	AANG009555	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
AANG011150	AANG011150	Prokaryota	Archaeplastide	nexus	multiple_MC
AANG011314	AANG011314	Opisthokonta	Archaeplastide	nexus	multiple_MC
AANG012323	AANG012323	Prokaryota	Archaeplastide	nexus	multiple_MC
AANG013831	AANG013831	Opisthokonta	Archaeplastide	nexus	multiple_MC
AANG013869	AANG013869	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Aspi01Gene07715	Aspi01Gene07715	Prokaryota	Archaeplastide	nexus	iHGT
Aspi01Gene45333	Aspi01Gene45333	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Azfi_s0005.g009238	Azfi_s0005.g009238	Opisthokonta	Archaeplastide	nexus	multiple_MC
Azfi_s0111.g045581	Azfi_s0111.g045581	Opisthokonta	Archaeplastide	nexus	multiple_MC
CepurGG1.11G068800.1	CepurGG1.11G068800.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.11G105700.1	CepurGG1.11G105700.1	Prokaryota	Archaeplastide	nexus	iHGT
CepurGG1.12G106900.1	CepurGG1.12G106900.1	Opisthokonta	Archaeplastide	nexus	Limited_donor_evidence
CepurGG1.1G000200.1	CepurGG1.1G000200.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.1G047500.1	CepurGG1.1G047500.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.1G125100.1	CepurGG1.1G125100.1	Opisthokonta	Archaeplastide	nexus	iHGT
CepurGG1.1G309600.1	CepurGG1.1G309600.1	Opisthokonta	Archaeplastide	nexus	iHGT
CepurGG1.2G119300.1	CepurGG1.2G119300.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.2G180700.1	CepurGG1.2G180700.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
CepurGG1.2G186600.1	CepurGG1.2G186600.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
CepurGG1.2G191100.1	CepurGG1.2G191100.1	Opisthokonta	Archaeplastide	nexus	iHGT
CepurGG1.2G226500.1	CepurGG1.2G226500.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.3G015800.1	CepurGG1.3G015800.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.3G115200.1	CepurGG1.3G115200.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.3G132000.1	CepurGG1.3G132000.1	Prokaryota	Archaeplastide	nexus	iHGT
CepurGG1.3G188600.3	CepurGG1.3G188600.3	Prokaryota	Archaeplastide	nexus	multiple_MC
CepurGG1.3G222000.1	CepurGG1.3G222000.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.3G256000.5	CepurGG1.3G256000.5	Prokaryota	Archaeplastide	nexus	multiple_MC
CepurGG1.4G120600.4	CepurGG1.4G120600.4	Prokaryota	Archaeplastide	nexus	iHGT
CepurGG1.6G079100.1	CepurGG1.6G079100.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.6G134800.1	CepurGG1.6G134800.1	Prokaryota	Archaeplastide	nexus	iHGT
CepurGG1.7G115000.1	CepurGG1.7G115000.1	Opisthokonta	Archaeplastide	nexus	iHGT
CepurGG1.7G136400.1	CepurGG1.7G136400.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.8G063400.4	CepurGG1.8G063400.4	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.8G074100.1	CepurGG1.8G074100.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.8G139300.1	CepurGG1.8G139300.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.8G187600.1	CepurGG1.8G187600.1	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.9G136000.1	CepurGG1.9G136000.1	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
CepurGG1.9G160000.1	CepurGG1.9G160000.1	Opisthokonta	Archaeplastide	nexus	iHGT
CepurGG1.9G167100.1	CepurGG1.9G167100.1	Opisthokonta	Archaeplastide	nexus	multiple_MC
Ceric.01G108100.2	Ceric.01G108100.2	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Ceric.02G056400.4	Ceric.02G056400.4	Opisthokonta	Archaeplastide	nexus	multiple_MC
Ceric.04G052000.5	Ceric.04G052000.5	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Ceric.05G010800.3	Ceric.05G010800.3	Prokaryota	Archaeplastide	nexus	multiple_MC
Ceric.08G057900.1	Ceric.08G057900.1	Prokaryota	Archaeplastide	nexus	multiple_MC
chr4.88	chr4.88	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
chr7.93	chr7.93	Prokaryota	Archaeplastide	nexus	multiple_MC
chr8.1354	chr8.1354	Prokaryota	Archaeplastide	nexus	iHGT
chr9.666	chr9.666	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig1012_pilonG000006	Contig1012_pilonG000006	Opisthokonta	Archaeplastide	nexus	iHGT
Contig107_pilonG000088	Contig107_pilonG000088	Prokaryota	Archaeplastide	nexus	iHGT
Contig110_pilonG000057	Contig110_pilonG000057	Prokaryota	Archaeplastide	nexus	iHGT
Contig16_pilonG000068	Contig16_pilonG000068	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig164_pilonG000026	Contig164_pilonG000026	Opisthokonta	Archaeplastide	nexus	iHGT
Contig298_pilonG000010	Contig298_pilonG000010	Prokaryota	Archaeplastide	nexus	iHGT
Contig301_pilonG000098	Contig301_pilonG000098	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig306_pilonG000069	Contig306_pilonG000069	Opisthokonta	Archaeplastide	nexus	iHGT
Contig398_pilonG000067	Contig398_pilonG000067	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Contig40_pilonG000127	Contig40_pilonG000127	Opisthokonta	Archaeplastide	nexus	multiple_MC
Contig534_pilonG000170	Contig534_pilonG000170	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig565_pilonG000033	Contig565_pilonG000033	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig785_pilonG000003	Contig785_pilonG000003	Prokaryota	Archaeplastide	nexus	Patchy_phylogeny
Contig932_pilonG000006	Contig932_pilonG000006	Prokaryota	Archaeplastide	nexus	multiple_MC
CYCAS_004375	CYCAS_004375	Prokaryota	Archaeplastide	nexus	multiple_MC
CYCAS_005675	CYCAS_005675	Prokaryota	Archaeplastide	nexus	multiple_MC
CYCAS_023285	CYCAS_023285	Prokaryota	Archaeplastide	nexus	iHGT
CYCAS_031401	CYCAS_031401	Opisthokonta	Archaeplastide	nexus	multiple_MC
DRNTG_34424.1	DRNTG_34424.1	Viruses	Archaeplastide	nexus	Patchy_phylogeny
GWHTABKY044079	GWHTABKY044079	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_contig_129_t44955-RA	Itaiw_v1_contig_129_t44955-RA	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_13_t11208-RA	Itaiw_v1_scaffold_13_t11208-RA	Opisthokonta	Archaeplastide	nexus	Patchy_phylogeny
Itaiw_v1_scaffold_2_t02369-RA	Itaiw_v1_scaffold_2_t02369-RA	Opisthokonta	Archaeplastide	nexus	multiple_MC
Itaiw_v1_scaffold_21_t15524-RA	Itaiw_v1_scaffold_21_t15524-RA	Opisthokonta	Archaeplastide	nexus	iHGT
Itaiw_v1_scaffold_33_t22082-RA	Itaiw_v1_scaffold_33_t22082-RA	Opisthokonta	Archaeplastide	nexus	multiple_MC
